,pokedex_number,name,generation,status,species,type_number,type_1,type_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
524,444,Gabite,4,Normal,Cave Pokémon,2,Dragon,Ground,410.0,68.0,90.0,65.0,50.0,55.0,82.0,Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
525,445,Garchomp,4,Normal,Mach Pokémon,2,Dragon,Ground,600.0,108.0,130.0,95.0,80.0,85.0,102.0,Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
527,446,Munchlax,4,Normal,Big Eater Pokémon,1,Normal,Normal,390.0,135.0,85.0,40.0,40.0,85.0,5.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
528,447,Riolu,4,Normal,Emanation Pokémon,1,Fighting,Fighting,285.0,40.0,70.0,40.0,35.0,40.0,60.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
529,448,Lucario,4,Normal,Aura Pokémon,2,Fighting,Steel,525.0,70.0,110.0,70.0,115.0,70.0,90.0,Medium Slow,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
531,449,Hippopotas,4,Normal,Hippo Pokémon,1,Ground,Ground,330.0,68.0,72.0,78.0,38.0,42.0,32.0,Slow,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
532,450,Hippowdon,4,Normal,Heavyweight Pokémon,1,Ground,Ground,525.0,108.0,112.0,118.0,68.0,72.0,47.0,Slow,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
533,451,Skorupi,4,Normal,Scorpion Pokémon,2,Poison,Bug,330.0,40.0,50.0,90.0,30.0,55.0,65.0,Slow,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
534,452,Drapion,4,Normal,Ogre Scorp Pokémon,2,Poison,Dark,500.0,70.0,90.0,110.0,60.0,75.0,95.0,Slow,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
535,453,Croagunk,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,300.0,48.0,61.0,40.0,61.0,40.0,50.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
536,454,Toxicroak,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,490.0,83.0,106.0,65.0,86.0,65.0,85.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
537,455,Carnivine,4,Normal,Bug Catcher Pokémon,1,Grass,Grass,454.0,74.0,100.0,72.0,90.0,72.0,46.0,Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
538,456,Finneon,4,Normal,Wing Fish Pokémon,1,Water,Water,330.0,49.0,49.0,56.0,49.0,61.0,66.0,Erratic,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
539,457,Lumineon,4,Normal,Neon Pokémon,1,Water,Water,460.0,69.0,69.0,76.0,69.0,86.0,91.0,Erratic,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
540,458,Mantyke,4,Normal,Kite Pokémon,2,Water,Flying,345.0,45.0,20.0,50.0,60.0,120.0,50.0,Slow,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
541,459,Snover,4,Normal,Frost Tree Pokémon,2,Grass,Ice,334.0,60.0,62.0,50.0,62.0,60.0,40.0,Slow,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
542,460,Abomasnow,4,Normal,Frost Tree Pokémon,2,Grass,Ice,494.0,90.0,92.0,75.0,92.0,85.0,60.0,Slow,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
544,461,Weavile,4,Normal,Sharp Claw Pokémon,2,Dark,Ice,510.0,70.0,120.0,65.0,45.0,85.0,125.0,Medium Slow,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
545,462,Magnezone,4,Normal,Magnet Area Pokémon,2,Electric,Steel,535.0,70.0,70.0,115.0,130.0,90.0,60.0,Medium Fast,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
546,463,Lickilicky,4,Normal,Licking Pokémon,1,Normal,Normal,515.0,110.0,85.0,95.0,80.0,95.0,50.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
547,464,Rhyperior,4,Normal,Drill Pokémon,2,Ground,Rock,535.0,115.0,140.0,130.0,55.0,55.0,40.0,Slow,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
548,465,Tangrowth,4,Normal,Vine Pokémon,1,Grass,Grass,535.0,100.0,100.0,125.0,110.0,50.0,50.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
549,466,Electivire,4,Normal,Thunderbolt Pokémon,1,Electric,Electric,540.0,75.0,123.0,67.0,95.0,85.0,95.0,Medium Fast,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
550,467,Magmortar,4,Normal,Blast Pokémon,1,Fire,Fire,540.0,75.0,95.0,67.0,125.0,95.0,83.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
551,468,Togekiss,4,Normal,Jubilee Pokémon,2,Fairy,Flying,545.0,85.0,50.0,95.0,120.0,115.0,80.0,Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
553,470,Leafeon,4,Normal,Verdant Pokémon,1,Grass,Grass,525.0,65.0,110.0,130.0,60.0,65.0,95.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
554,471,Glaceon,4,Normal,Fresh Snow Pokémon,1,Ice,Ice,525.0,65.0,60.0,110.0,130.0,95.0,65.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
555,472,Gliscor,4,Normal,Fang Scorp Pokémon,2,Ground,Flying,510.0,75.0,95.0,125.0,45.0,75.0,95.0,Medium Slow,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
556,473,Mamoswine,4,Normal,Twin Tusk Pokémon,2,Ice,Ground,530.0,110.0,130.0,80.0,70.0,60.0,80.0,Slow,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
557,474,Porygon-Z,4,Normal,Virtual Pokémon,1,Normal,Normal,535.0,85.0,80.0,70.0,135.0,75.0,90.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
558,475,Gallade,4,Normal,Blade Pokémon,2,Psychic,Fighting,518.0,68.0,125.0,65.0,65.0,115.0,80.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
560,476,Probopass,4,Normal,Compass Pokémon,2,Rock,Steel,525.0,60.0,55.0,145.0,75.0,150.0,40.0,Medium Fast,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
561,477,Dusknoir,4,Normal,Gripper Pokémon,1,Ghost,Ghost,525.0,45.0,100.0,135.0,65.0,135.0,45.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
562,478,Froslass,4,Normal,Snow Land Pokémon,2,Ice,Ghost,480.0,70.0,80.0,70.0,80.0,70.0,110.0,Medium Fast,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0
563,479,Rotom,4,Normal,Plasma Pokémon,2,Electric,Ghost,440.0,50.0,50.0,77.0,95.0,77.0,91.0,Medium Fast,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
564,479,Heat Rotom,4,Normal,Plasma Pokémon,2,Electric,Fire,520.0,50.0,65.0,107.0,105.0,107.0,86.0,Medium Fast,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
565,479,Wash Rotom,4,Normal,Plasma Pokémon,2,Electric,Water,520.0,50.0,65.0,107.0,105.0,107.0,86.0,Medium Fast,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
566,479,Frost Rotom,4,Normal,Plasma Pokémon,2,Electric,Ice,520.0,50.0,65.0,107.0,105.0,107.0,86.0,Medium Fast,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,0.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
567,479,Fan Rotom,4,Normal,Plasma Pokémon,2,Electric,Flying,520.0,50.0,65.0,107.0,105.0,107.0,86.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
568,479,Mow Rotom,4,Normal,Plasma Pokémon,2,Electric,Grass,520.0,50.0,65.0,107.0,105.0,107.0,86.0,Medium Fast,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
569,480,Uxie,4,Sub Legendary,Knowledge Pokémon,1,Psychic,Psychic,580.0,75.0,75.0,130.0,75.0,130.0,95.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
570,481,Mesprit,4,Sub Legendary,Emotion Pokémon,1,Psychic,Psychic,580.0,80.0,105.0,105.0,105.0,105.0,80.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
571,482,Azelf,4,Sub Legendary,Willpower Pokémon,1,Psychic,Psychic,580.0,75.0,125.0,70.0,125.0,70.0,115.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
572,483,Dialga,4,Legendary,Temporal Pokémon,2,Steel,Dragon,680.0,100.0,120.0,120.0,150.0,100.0,90.0,Slow,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
573,484,Palkia,4,Legendary,Spatial Pokémon,2,Water,Dragon,680.0,90.0,120.0,100.0,150.0,120.0,100.0,Slow,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
574,485,Heatran,4,Sub Legendary,Lava Dome Pokémon,2,Fire,Steel,600.0,91.0,90.0,106.0,130.0,106.0,77.0,Slow,0.5,0.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25
575,486,Regigigas,4,Sub Legendary,Colossal Pokémon,1,Normal,Normal,670.0,110.0,160.0,110.0,80.0,110.0,100.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
576,487,Giratina Altered Forme,4,Legendary,Renegade Pokémon,2,Ghost,Dragon,680.0,150.0,100.0,120.0,100.0,120.0,90.0,Slow,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
577,487,Giratina Origin Forme,4,Legendary,Renegade Pokémon,2,Ghost,Dragon,680.0,150.0,120.0,100.0,120.0,100.0,90.0,Slow,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
578,488,Cresselia,4,Sub Legendary,Lunar Pokémon,1,Psychic,Psychic,600.0,120.0,70.0,120.0,75.0,130.0,85.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
579,489,Phione,4,Mythical,Sea Drifter Pokémon,1,Water,Water,480.0,80.0,80.0,80.0,80.0,80.0,80.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
580,490,Manaphy,4,Mythical,Seafaring Pokémon,1,Water,Water,600.0,100.0,100.0,100.0,100.0,100.0,100.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
581,491,Darkrai,4,Mythical,Pitch-Black Pokémon,1,Dark,Dark,600.0,70.0,90.0,90.0,135.0,90.0,125.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
582,492,Shaymin Land Forme,4,Mythical,Gratitude Pokémon,1,Grass,Grass,600.0,100.0,100.0,100.0,100.0,100.0,100.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
583,492,Shaymin Sky Forme,4,Mythical,Gratitude Pokémon,2,Grass,Flying,600.0,100.0,103.0,75.0,120.0,75.0,127.0,Medium Slow,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
584,493,Arceus,4,Mythical,Alpha Pokémon,1,Normal,Normal,720.0,120.0,120.0,120.0,120.0,120.0,120.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
585,494,Victini,5,Mythical,Victory Pokémon,2,Psychic,Fire,600.0,100.0,100.0,100.0,100.0,100.0,100.0,Slow,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
586,495,Snivy,5,Normal,Grass Snake Pokémon,1,Grass,Grass,308.0,45.0,45.0,55.0,45.0,55.0,63.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
587,496,Servine,5,Normal,Grass Snake Pokémon,1,Grass,Grass,413.0,60.0,60.0,75.0,60.0,75.0,83.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
588,497,Serperior,5,Normal,Regal Pokémon,1,Grass,Grass,528.0,75.0,75.0,95.0,75.0,95.0,113.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
589,498,Tepig,5,Normal,Fire Pig Pokémon,1,Fire,Fire,308.0,65.0,63.0,45.0,45.0,45.0,45.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
590,499,Pignite,5,Normal,Fire Pig Pokémon,2,Fire,Fighting,418.0,90.0,93.0,55.0,70.0,55.0,55.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
591,500,Emboar,5,Normal,Mega Fire Pig Pokémon,2,Fire,Fighting,528.0,110.0,123.0,65.0,100.0,65.0,65.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
592,501,Oshawott,5,Normal,Sea Otter Pokémon,1,Water,Water,308.0,55.0,55.0,45.0,63.0,45.0,45.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
593,502,Dewott,5,Normal,Discipline Pokémon,1,Water,Water,413.0,75.0,75.0,60.0,83.0,60.0,60.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
594,503,Samurott,5,Normal,Formidable Pokémon,1,Water,Water,528.0,95.0,100.0,85.0,108.0,70.0,70.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
595,504,Patrat,5,Normal,Scout Pokémon,1,Normal,Normal,255.0,45.0,55.0,39.0,35.0,39.0,42.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
596,505,Watchog,5,Normal,Lookout Pokémon,1,Normal,Normal,420.0,60.0,85.0,69.0,60.0,69.0,77.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
597,506,Lillipup,5,Normal,Puppy Pokémon,1,Normal,Normal,275.0,45.0,60.0,45.0,25.0,45.0,55.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
598,507,Herdier,5,Normal,Loyal Dog Pokémon,1,Normal,Normal,370.0,65.0,80.0,65.0,35.0,65.0,60.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
599,508,Stoutland,5,Normal,Big-Hearted Pokémon,1,Normal,Normal,500.0,85.0,110.0,90.0,45.0,90.0,80.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
600,509,Purrloin,5,Normal,Devious Pokémon,1,Dark,Dark,281.0,41.0,50.0,37.0,50.0,37.0,66.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
601,510,Liepard,5,Normal,Cruel Pokémon,1,Dark,Dark,446.0,64.0,88.0,50.0,88.0,50.0,106.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
602,511,Pansage,5,Normal,Grass Monkey Pokémon,1,Grass,Grass,316.0,50.0,53.0,48.0,53.0,48.0,64.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
603,512,Simisage,5,Normal,Thorn Monkey Pokémon,1,Grass,Grass,498.0,75.0,98.0,63.0,98.0,63.0,101.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
604,513,Pansear,5,Normal,High Temp Pokémon,1,Fire,Fire,316.0,50.0,53.0,48.0,53.0,48.0,64.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
605,514,Simisear,5,Normal,Ember Pokémon,1,Fire,Fire,498.0,75.0,98.0,63.0,98.0,63.0,101.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
606,515,Panpour,5,Normal,Spray Pokémon,1,Water,Water,316.0,50.0,53.0,48.0,53.0,48.0,64.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
607,516,Simipour,5,Normal,Geyser Pokémon,1,Water,Water,498.0,75.0,98.0,63.0,98.0,63.0,101.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
608,517,Munna,5,Normal,Dream Eater Pokémon,1,Psychic,Psychic,292.0,76.0,25.0,45.0,67.0,55.0,24.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
609,518,Musharna,5,Normal,Drowsing Pokémon,1,Psychic,Psychic,487.0,116.0,55.0,85.0,107.0,95.0,29.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
610,519,Pidove,5,Normal,Tiny Pigeon Pokémon,2,Normal,Flying,264.0,50.0,55.0,50.0,36.0,30.0,43.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
611,520,Tranquill,5,Normal,Wild Pigeon Pokémon,2,Normal,Flying,358.0,62.0,77.0,62.0,50.0,42.0,65.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
612,521,Unfezant,5,Normal,Proud Pokémon,2,Normal,Flying,488.0,80.0,115.0,80.0,65.0,55.0,93.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
613,522,Blitzle,5,Normal,Electrified Pokémon,1,Electric,Electric,295.0,45.0,60.0,32.0,50.0,32.0,76.0,Medium Fast,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
614,523,Zebstrika,5,Normal,Thunderbolt Pokémon,1,Electric,Electric,497.0,75.0,100.0,63.0,80.0,63.0,116.0,Medium Fast,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
615,524,Roggenrola,5,Normal,Mantle Pokémon,1,Rock,Rock,280.0,55.0,75.0,85.0,25.0,25.0,15.0,Medium Slow,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
616,525,Boldore,5,Normal,Ore Pokémon,1,Rock,Rock,390.0,70.0,105.0,105.0,50.0,40.0,20.0,Medium Slow,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
617,526,Gigalith,5,Normal,Compressed Pokémon,1,Rock,Rock,515.0,85.0,135.0,130.0,60.0,80.0,25.0,Medium Slow,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
618,527,Woobat,5,Normal,Bat Pokémon,2,Psychic,Flying,323.0,65.0,45.0,43.0,55.0,43.0,72.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
619,528,Swoobat,5,Normal,Courting Pokémon,2,Psychic,Flying,425.0,67.0,57.0,55.0,77.0,55.0,114.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
620,529,Drilbur,5,Normal,Mole Pokémon,1,Ground,Ground,328.0,60.0,85.0,40.0,30.0,45.0,68.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
621,530,Excadrill,5,Normal,Subterrene Pokémon,2,Ground,Steel,508.0,110.0,135.0,60.0,50.0,65.0,88.0,Medium Fast,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
622,531,Audino,5,Normal,Hearing Pokémon,1,Normal,Normal,445.0,103.0,60.0,86.0,60.0,86.0,50.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
624,532,Timburr,5,Normal,Muscular Pokémon,1,Fighting,Fighting,305.0,75.0,80.0,55.0,25.0,35.0,35.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
625,533,Gurdurr,5,Normal,Muscular Pokémon,1,Fighting,Fighting,405.0,85.0,105.0,85.0,40.0,50.0,40.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
